id	sentiment
20855	negative
67895	negative
99912	negative
69106	positive
47490	negative
53550	negative
36268	negative
97751	neutral
77519	negative
79254	neutral
20232	negative
85623	negative
81520	negative
73901	neutral
11692	neutral
47007	neutral
32990	negative
25217	negative
82335	neutral
64626	negative
55335	neutral
59463	positive
43688	negative
38710	positive
32365	positive
57061	negative
87953	negative
29587	negative
69177	positive
80339	neutral
75757	negative
59465	negative
98025	positive
39729	negative
11741	negative
81331	negative
25226	neutral
93137	neutral
46114	negative
58189	positive
79603	negative
93056	negative
85757	neutral
92745	positive
32139	negative
59690	negative
69531	neutral
47986	negative
95846	neutral
23311	negative
98406	negative
65228	positive
80267	negative
33600	positive
79122	negative
10821	neutral
62976	positive
58576	negative
40912	negative
80922	negative
70525	negative
93516	negative
21099	negative
36863	neutral
88561	neutral
33516	negative
95745	negative
69004	negative
64362	neutral
57217	negative
33099	neutral
28518	negative
57434	negative
38241	neutral
48529	negative
38280	negative
97893	neutral
77529	negative
42005	neutral
25305	neutral
70652	negative
60071	neutral
68336	neutral
58551	positive
12602	neutral
68627	neutral
35933	negative
66631	negative
47401	neutral
70446	negative
98470	negative
26783	neutral
10826	neutral
60023	positive
49939	neutral
21597	positive
21612	negative
23818	negative
35823	negative
50664	negative
11075	neutral
77455	negative
46203	neutral
58382	negative
17946	negative
25800	negative
35887	negative
36639	negative
68055	neutral
82801	neutral
35959	neutral
48319	negative
14239	negative
34178	positive
47703	negative
57197	negative
94756	negative
13389	neutral
90701	negative
69315	positive
68054	positive
83474	negative
20770	positive
49300	negative
84125	positive
78482	positive
45452	negative
66373	negative
77620	negative
83576	negative
91209	negative
83336	positive
21734	negative
17441	positive
94416	positive
28731	negative
57625	negative
40567	negative
76395	negative
41459	negative
31178	neutral
34911	negative
77103	neutral
29044	negative
17252	neutral
32074	negative
73253	positive
84306	neutral
17811	neutral
39492	negative
42444	neutral
62710	positive
40412	negative
26986	positive
90035	negative
71929	negative
39763	neutral
39852	neutral
31157	neutral
35524	negative
44447	neutral
66579	negative
31691	positive
78863	negative
29979	negative
37069	negative
42200	positive
47663	positive
58523	negative
19339	neutral
66864	negative
63440	neutral
81684	negative
12303	positive
61225	positive
34454	negative
41913	negative
24298	negative
19178	negative
33027	negative
43335	neutral
46678	positive
47804	negative
24730	negative
49896	negative
52906	negative
12295	negative
68888	neutral
23506	positive
28865	neutral
36699	negative
34852	neutral
77694	negative
75368	neutral
29328	negative
20235	negative
51805	negative
84425	neutral
42521	neutral
83715	negative
33273	positive
22304	negative
86903	neutral
90247	negative
16085	positive
77575	negative
58664	negative
40211	positive
49350	negative
89795	neutral
86958	positive
83680	positive
57754	positive
89600	negative
67770	neutral
27161	negative
90663	negative
65915	negative
71372	negative
21076	negative
82618	negative
51364	positive
45895	negative
73581	negative
87725	neutral
41570	neutral
90997	negative
63005	negative
79357	neutral
83622	neutral
37072	negative
16105	negative
35478	negative
96972	neutral
33642	neutral
45922	negative
89453	negative
22946	negative
89440	negative
75611	negative
88594	negative
40317	negative
55619	positive
53551	negative
24797	negative
50046	negative
46987	negative
97760	negative
93497	neutral
76966	positive
80216	negative
81704	negative
39732	positive
57305	negative
43432	neutral
42770	negative
38438	negative
87737	negative
95718	positive
73093	neutral
74916	negative
28821	neutral
80360	positive
50771	positive
48414	negative
14411	negative
28248	neutral
59342	neutral
51258	neutral
60966	negative
92369	positive
42087	neutral
45019	negative
44213	neutral
84724	negative
98631	negative
80795	positive
16691	negative
56181	negative
54436	neutral
96139	negative
93515	negative
71104	negative
11020	negative
49326	negative
94558	neutral
38533	negative
15397	negative
72883	positive
36375	negative
58113	positive
32558	negative
94326	neutral
43832	negative
31483	negative
86646	negative
85685	negative
74229	positive
10363	negative
44034	neutral
39683	positive
36677	negative
57843	negative
12018	positive
83590	neutral
67476	negative
35652	positive
12223	negative
29053	neutral
49452	negative
56645	negative
22429	positive
92803	neutral
30471	negative
89521	positive
99444	negative
93778	negative
63063	negative
65422	negative
89002	negative
66760	negative
47345	positive
56484	neutral
71418	negative
33127	negative
20413	negative
95940	negative
65852	neutral
24354	negative
74402	negative
34179	negative
64113	positive
89395	negative
32684	positive
52786	neutral
75079	neutral
13104	neutral
95713	positive
14647	positive
57111	negative
24410	negative
30198	neutral
92848	negative
50573	neutral
44524	negative
19061	negative
86448	negative
69360	positive
55197	positive
51434	neutral
14209	negative
45523	negative
87127	positive
92949	negative
20729	negative
89421	negative
29695	positive
71736	negative
36051	positive
14179	negative
63061	neutral
51408	neutral
48736	positive
51768	positive
74078	negative
65529	neutral
51118	negative
12264	negative
34675	negative
12803	positive
59703	negative
73118	negative
92323	negative
26447	negative
66845	negative
78996	neutral
61664	negative
57245	positive
29880	negative
85882	negative
81239	negative
99454	positive
66048	negative
98294	negative
77789	negative
65560	neutral
19380	negative
98740	negative
79813	positive
30337	negative
65495	positive
41605	negative
79120	negative
92999	positive
67391	negative
12038	negative
58241	negative
21369	positive
91579	neutral
48534	negative
22086	negative
26472	neutral
56844	neutral
57050	negative
86879	negative
80462	negative
55281	negative
93035	negative
66585	negative
38143	negative
31945	neutral
51513	negative
76107	negative
39965	positive
13100	negative
91193	negative
66398	negative
89774	negative
35786	negative
40617	neutral
17573	negative
10845	neutral
69671	negative
13641	negative
42447	negative
92257	negative
43196	neutral
28621	negative
26317	negative
70481	negative
37877	neutral
33412	positive
61942	negative
99091	negative
84660	negative
27631	negative
51449	neutral
40674	negative
57610	positive
24531	positive
82680	negative
78494	negative
21564	negative
32067	negative
21265	negative
56419	neutral
35164	positive
87824	negative
32310	negative
10698	negative
23094	negative
70213	positive
36136	negative
61271	neutral
90618	negative
58120	positive
15174	negative
41958	negative
40368	positive
75263	negative
94345	negative
90077	negative
56898	negative
77180	negative
34565	neutral
76105	neutral
93281	negative
93028	negative
20579	negative
36709	neutral
63408	negative
99383	negative
35359	negative
32776	negative
69948	negative
17348	negative
83724	neutral
70434	negative
47123	negative
58915	neutral
51128	negative
63874	positive
40265	negative
67744	neutral
77193	neutral
54759	neutral
90331	neutral
35544	negative
19435	negative
84894	negative
45521	negative
81754	neutral
87501	negative
78424	neutral
71984	negative
43321	negative
99643	negative
12272	negative
63350	negative
39443	negative
68565	negative
99745	negative
56164	neutral
74160	positive
62679	positive
93734	negative
23956	negative
63696	positive
97846	negative
74245	negative
62559	neutral
30353	positive
31126	positive
92619	negative
16278	negative
16251	negative
64189	negative
10755	neutral
68461	neutral
27318	neutral
78407	neutral
33186	positive
61788	positive
71811	neutral
95262	positive
80439	negative
83465	negative
80298	neutral
70706	positive
73146	positive
13613	neutral
89043	negative
13324	negative
25808	negative
74843	positive
80698	negative
32103	negative
34685	positive
82977	negative
52798	negative
89052	neutral
98649	positive
40000	negative
96330	negative
14809	negative
21629	negative
52832	negative
59620	positive
32717	negative
21286	negative
78117	negative
13486	negative
90268	positive
39342	neutral
81788	neutral
38889	negative
92319	negative
59657	negative
28193	neutral
83274	negative
64355	negative
42234	negative
84391	negative
36226	negative
91015	positive
49622	positive
82485	positive
54050	negative
97098	neutral
34017	negative
31233	negative
83754	negative
31196	negative
59480	positive
23082	negative
85220	negative
15817	negative
89408	positive
39819	neutral
60311	neutral
59397	negative
48118	negative
15406	positive
84077	negative
79283	neutral
82016	negative
84770	negative
95295	negative
48370	negative
78792	negative
14672	negative
66991	negative
93179	positive
48479	negative
44822	negative
14772	negative
22130	negative
80604	negative
78914	negative
40746	negative
33232	negative
58585	neutral
19746	positive
87017	negative
60348	negative
33670	negative
69506	neutral
25199	neutral
46033	negative
61968	positive
76470	negative
25820	neutral
12633	positive
77845	negative
40324	negative
58462	positive
54691	negative
23182	negative
32987	positive
30224	negative
81939	negative
27255	negative
62953	negative
59895	negative
13692	negative
83076	neutral
32565	negative
24384	negative
23560	negative
47280	neutral
71667	positive
55726	negative
30033	negative
33064	neutral
34120	negative
25813	positive
30770	neutral
49215	neutral
41561	positive
19402	negative
69899	positive
70810	neutral
79423	negative
65970	neutral
45485	negative
95617	negative
39118	neutral
93402	negative
44744	negative
33776	neutral
37449	negative
97658	negative
43705	neutral
48474	negative
35384	positive
11746	negative
90460	negative
77539	negative
46544	neutral
56754	negative
57446	negative
30412	neutral
51967	positive
84656	negative
91455	neutral
94913	negative
31525	negative
38725	neutral
55300	negative
84653	neutral
40726	neutral
88710	positive
43651	positive
21689	positive
55014	negative
41215	negative
15417	negative
49291	positive
28150	negative
90308	positive
65345	positive
97781	positive
40411	negative
84372	neutral
51729	positive
35958	negative
56689	negative
68935	negative
75566	negative
87425	neutral
79048	positive
37610	positive
99408	neutral
40471	negative
62416	neutral
51613	negative
60933	neutral
11519	negative
92684	negative
28679	negative
14608	negative
41642	negative
48063	positive
52687	negative
91332	positive
60568	positive
27099	negative
78450	neutral
77312	positive
73638	negative
83162	positive
49383	negative
26821	negative
49307	negative
94063	neutral
76917	negative
89284	negative
16734	positive
41416	negative
38163	positive
95675	neutral
64411	positive
39166	negative
12987	negative
15145	neutral
13087	negative
48421	negative
63808	neutral
13245	positive
15069	negative
35308	negative
55842	negative
15554	neutral
67296	positive
84775	neutral
30264	neutral
65148	positive
67852	negative
43569	negative
71717	negative
28265	positive
88106	negative
59633	negative
76974	neutral
45078	negative
44787	positive
93493	negative
15222	negative
94425	negative
86725	negative
13269	neutral
26435	neutral
86557	negative
21628	neutral
24282	negative
34858	negative
36206	negative
45643	negative
50805	negative
10057	negative
70336	neutral
11650	negative
54987	negative
30811	negative
15277	negative
59149	negative
25207	neutral
71668	positive
15421	negative
48576	positive
89450	negative
41920	negative
57122	negative
38473	positive
32941	neutral
62929	negative
46107	negative
26606	negative
34965	neutral
47818	negative
92488	negative
20490	negative
10376	neutral
63865	negative
21811	neutral
87307	negative
33060	neutral
47156	neutral
94776	negative
54567	neutral
24069	negative
79808	negative
24558	positive
23902	negative
20223	negative
81416	negative
81662	negative
45604	neutral
81948	negative
25928	neutral
95606	negative
53591	negative
69593	negative
31487	positive
65922	negative
48519	negative
91693	negative
24066	positive
88954	negative
51153	negative
20757	neutral
98090	negative
45659	negative
63595	positive
14665	positive
53994	negative
44261	positive
88986	negative
65227	negative
90715	neutral
67261	negative
16518	positive
72091	neutral
34725	negative
79500	neutral
41044	negative
21146	negative
48394	neutral
94737	negative
16774	negative
11317	neutral
45516	positive
37906	negative
26206	positive
43540	negative
11966	neutral
72423	positive
12802	positive
18626	negative
65060	neutral
25418	negative
63476	negative
35824	neutral
38534	negative
38235	positive
56475	negative
61082	negative
56256	neutral
55806	negative
87342	negative
82687	negative
24454	neutral
40926	neutral
25338	negative
50813	neutral
62940	positive
91027	negative
80515	negative
52898	neutral
66353	negative
77105	negative
10719	negative
20663	positive
54273	negative
73752	neutral
63967	neutral
11812	neutral
44762	negative
10036	negative
48200	negative
68042	positive
61939	negative
81567	neutral
26527	negative
29624	neutral
33267	positive
83844	negative
25944	negative
94562	negative
33307	negative
74862	negative
64322	negative
26187	neutral
63870	positive
62973	negative
15618	negative
31240	neutral
37526	neutral
19466	negative
78553	neutral
58691	negative
97979	negative
59208	negative
83966	positive
74603	negative
67387	negative
97469	negative
70752	negative
96262	negative
47741	negative
29634	negative
43459	neutral
88446	neutral
66578	negative
72618	negative
35726	negative
62671	neutral
91440	negative
99651	negative
61541	negative
91200	neutral
30567	negative
93619	neutral
10535	negative
98976	negative
44513	positive
95780	neutral
86468	negative
93601	neutral
81967	neutral
78008	positive
52853	negative
25789	positive
90116	negative
80399	neutral
78210	positive
49174	negative
24905	negative
90654	negative
70789	neutral
45222	negative
68958	neutral
53434	positive
93348	positive
55766	neutral
62706	negative
20432	negative
87177	negative
61214	neutral
39471	negative
74845	negative
73534	neutral
84281	negative
66244	negative
54306	negative
50560	negative
32416	negative
92760	negative
47525	neutral
44825	negative
16673	negative
50605	negative
20845	negative
81733	neutral
13331	neutral
32322	negative
90490	negative
51020	positive
38159	negative
39296	positive
38878	negative
46881	negative
41767	neutral
37483	neutral
99579	positive
16833	negative
16581	negative
35133	negative
10969	neutral
91930	positive
94619	negative
86841	neutral
65372	negative
39188	positive
18970	neutral
25729	negative
33165	positive
34683	positive
81553	negative
76643	negative
30789	positive
36631	neutral
62830	negative
85971	positive
67365	negative
47449	negative
65041	negative
29157	negative
38181	positive
87646	positive
81472	negative
81445	negative
15603	negative
34513	positive
14424	negative
57989	positive
13415	negative
46898	negative
23522	negative
23994	negative
73791	neutral
20506	negative
18840	neutral
49479	negative
24867	negative
80858	negative
75985	negative
54122	neutral
38774	positive
25149	positive
54744	negative
44019	positive
99581	neutral
32277	positive
23969	negative
88540	negative
36933	negative
86925	positive
95146	neutral
28348	neutral
12606	negative
32748	negative
15517	neutral
43949	negative
71237	negative
21745	neutral
50044	positive
50878	negative
24631	negative
58086	neutral
68183	neutral
92936	neutral
57128	negative
94119	negative
27002	negative
17890	negative
16612	negative
88050	positive
94541	negative
59325	negative
59539	neutral
67281	negative
84990	neutral
98345	negative
45406	neutral
34423	positive
59711	negative
60076	negative
93124	negative
99730	negative
78774	positive
34781	negative
78060	negative
82649	negative
53785	negative
89823	neutral
92719	neutral
84348	neutral
32747	positive
80699	neutral
68238	positive
85147	negative
79941	neutral
77962	neutral
72727	negative
66701	neutral
81608	negative
69147	neutral
27582	neutral
27646	positive
61250	neutral
52548	negative
36653	positive
72917	positive
19906	negative
16721	negative
92016	positive
70721	negative
76436	negative
15235	neutral
26109	negative
70556	negative
10201	negative
61405	negative
41862	neutral
47266	negative
48396	positive
29927	positive
31793	negative
98370	negative
53867	neutral
14456	positive
81372	negative
50338	neutral
55896	negative
92582	negative
61381	positive
94644	negative
16467	neutral
19487	negative
70372	negative
52147	negative
59510	positive
57823	negative
80511	negative
29563	positive
85171	positive
11801	negative
88979	negative
28100	positive
36697	negative
71001	neutral
24935	neutral
44648	neutral
91719	negative
23667	neutral
21228	neutral
24613	negative
49257	neutral
31757	positive
26277	negative
75502	negative
69238	positive
97387	neutral
75400	neutral
74119	neutral
92945	neutral
22202	negative
12477	positive
17948	negative
68621	negative
96871	negative
67045	positive
53421	positive
57433	negative
30411	neutral
55451	negative
79939	negative
17388	neutral
86586	positive
87045	negative
33856	negative
94241	negative
48939	negative
53458	negative
17271	neutral
89197	negative
96697	neutral
47962	negative
11485	neutral
92731	negative
35505	negative
51325	neutral
99194	negative
45788	negative
62302	positive
37252	negative
93975	neutral
52155	negative
47735	negative
30961	positive
87589	neutral
87838	positive
85538	negative
50398	positive
97195	positive
45319	negative
15823	neutral
57229	negative
14541	neutral
23507	negative
97626	negative
77343	negative
81757	neutral
61740	neutral
78194	negative
92809	positive
44550	negative
59049	neutral
86887	negative
81230	negative
31404	negative
26153	positive
98980	neutral
18677	neutral
65143	negative
37066	neutral
82543	negative
12406	negative
14136	positive
55517	positive
20202	negative
61883	positive
83064	negative
29417	positive
40866	neutral
68748	negative
38412	negative
41306	negative
59746	negative
92259	negative
99811	negative
36557	neutral
18560	negative
64496	negative
42936	negative
44603	neutral
19765	negative
15694	negative
85048	negative
54753	neutral
46891	negative
83904	neutral
30739	negative
13747	neutral
24918	negative
11960	negative
51384	neutral
33044	negative
54824	negative
77843	negative
53104	negative
97653	positive
37689	negative
87831	neutral
16882	negative
43148	negative
50613	negative
70473	negative
84973	positive
24924	neutral
73201	negative
10258	positive
62338	negative
93428	neutral
99677	negative
70695	positive
88054	negative
61143	negative
90696	negative
18102	negative
58939	positive
48823	negative
15186	negative
10653	negative
73833	positive
31714	negative
22069	negative
55113	positive
67272	negative
62723	negative
30029	negative
28857	negative
24078	negative
82457	negative
64837	negative
65338	negative
63141	negative
52142	negative
11264	neutral
55571	neutral
27858	negative
91012	negative
63324	neutral
98989	positive
30524	neutral
67694	negative
77415	negative
12616	positive
14978	neutral
15954	negative
77651	negative
96441	positive
45329	neutral
93942	negative
41358	positive
46592	positive
70858	negative
66714	negative
54373	negative
91642	negative
62041	negative
10540	negative
44864	neutral
14483	neutral
15790	negative
65333	neutral
45871	negative
16791	neutral
49876	positive
49515	negative
31933	negative
88918	negative
56920	neutral
73295	neutral
48035	negative
81817	neutral
78820	positive
57292	neutral
42406	negative
48544	neutral
78895	negative
99771	negative
48877	neutral
34360	positive
35990	negative
91313	positive
23065	neutral
85134	neutral
61102	negative
63451	neutral
92958	negative
38387	neutral
94162	negative
73006	neutral
57356	negative
82522	negative
18068	neutral
29024	negative
43641	negative
55416	neutral
49032	neutral
97105	negative
55827	negative
78941	negative
49639	negative
87555	negative
99516	neutral
74987	negative
39256	negative
70216	negative
87173	neutral
69307	positive
24167	neutral
26485	neutral
73865	positive
73735	positive
25654	neutral
80255	neutral
21156	negative
42557	positive
98579	negative
97612	negative
83242	neutral
57099	neutral
57632	negative
82582	negative
56498	negative
19138	neutral
79688	negative
26346	negative
40756	negative
63761	negative
21017	negative
12785	positive
62787	negative
25847	negative
12389	positive
69271	negative
39748	neutral
10507	negative
13278	negative
22126	negative
39364	negative
35560	negative
53293	positive
81242	negative
16462	negative
14770	positive
10670	negative
78885	negative
82004	negative
97197	negative
97695	negative
41003	neutral
24337	neutral
26274	negative
16868	negative
72409	negative
34257	negative
17643	negative
51995	negative
72732	neutral
58424	negative
58104	negative
79560	negative
74733	negative
52881	negative
82871	negative
52028	neutral
24276	negative
46596	positive
10834	negative
25397	positive
40352	positive
70272	negative
32082	negative
82272	negative
62740	neutral
33714	negative
52389	positive
25981	negative
51390	negative
29481	negative
61547	neutral
39784	negative
94856	negative
96951	negative
71179	negative
26320	neutral
42090	neutral
73324	positive
73705	negative
97114	neutral
49280	negative
68826	negative
98282	negative
22866	neutral
72606	negative
95255	neutral
87988	negative
55697	positive
34694	negative
40367	neutral
62766	negative
47639	negative
60518	negative
58929	positive
52765	positive
92849	negative
91134	negative
87623	neutral
79047	negative
93132	positive
97374	neutral
20856	neutral
89799	neutral
84256	negative
99481	neutral
15236	negative
22104	neutral
21782	neutral
55292	negative
78912	negative
85780	neutral
88599	negative
47824	negative
31336	positive
20090	negative
29916	negative
61744	negative
26279	neutral
91633	negative
78819	negative
41898	negative
54270	neutral
50164	negative
79524	negative
27535	negative
55255	neutral
47995	neutral
94301	negative
50091	negative
69403	negative
37234	negative
94645	negative
95305	negative
93220	positive
52000	negative
24621	negative
43057	negative
19013	negative
24962	negative
40182	positive
82629	neutral
32096	positive
84265	negative
45879	negative
35552	neutral
46615	positive
32664	positive
81184	negative
67217	negative
99336	negative
80724	positive
15197	negative
60156	neutral
50019	positive
27540	negative
98441	negative
65135	negative
17898	negative
28884	negative
21536	negative
10293	negative
66442	negative
52495	neutral
78859	negative
98785	negative
75054	negative
71484	neutral
52018	neutral
53120	negative
71119	neutral
44023	neutral
25988	negative
94210	negative
57591	negative
74455	neutral
94805	negative
50332	negative
11402	negative
73206	positive
84321	negative
55394	negative
61921	negative
27076	negative
85088	negative
32456	negative
98065	negative
48550	positive
59332	negative
65304	neutral
60684	neutral
46297	negative
44037	positive
66000	negative
76245	negative
89566	neutral
84787	neutral
77602	negative
54961	negative
79998	neutral
79079	neutral
36553	negative
24341	positive
35521	negative
37457	neutral
73068	negative
97209	negative
30774	neutral
28057	negative
39911	neutral
66752	negative
47625	neutral
46008	positive
89092	negative
68185	negative
15345	negative
78024	negative
40006	positive
59941	negative
79155	negative
29091	neutral
30680	negative
38333	negative
32196	neutral
46843	negative
49760	neutral
82264	neutral
12068	negative
31608	positive
92294	negative
66710	neutral
65405	negative
16893	negative
48539	negative
29221	negative
45534	positive
91881	neutral
63532	negative
72875	negative
17917	positive
35688	negative
58544	negative
23240	negative
70428	negative
23515	negative
85327	positive
53913	negative
49191	negative
63085	negative
81836	negative
46683	negative
36335	neutral
38240	positive
62203	negative
70937	negative
49508	neutral
25975	negative
77918	neutral
28499	negative
35809	neutral
15506	neutral
95728	neutral
75515	negative
62142	negative
58582	neutral
73860	positive
42614	neutral
66326	neutral
98357	neutral
59983	neutral
91691	negative
31588	negative
22797	negative
72596	neutral
43667	neutral
34840	negative
98405	negative
61651	negative
66938	negative
82435	negative
17331	neutral
71990	negative
49045	negative
56604	negative
41022	neutral
79632	negative
17610	neutral
52115	positive
82385	negative
68279	negative
67539	negative
25492	neutral
11283	negative
80808	negative
15795	negative
85728	positive
67667	positive
15716	negative
14617	positive
75594	positive
67167	negative
57902	positive
14334	neutral
22885	negative
94318	negative
31170	positive
60904	neutral
16402	positive
71496	positive
56590	negative
93727	negative
80239	negative
43692	negative
73098	positive
15293	neutral
28260	negative
96132	neutral
29478	neutral
51057	positive
33194	negative
93002	negative
21232	negative
80685	negative
87352	negative
53040	negative
93476	negative
37529	negative
58046	negative
64650	positive
75168	negative
94851	negative
49496	negative
76807	negative
63238	neutral
18240	neutral
98104	negative
80596	neutral
53557	negative
42514	negative
53436	negative
59555	negative
49649	negative
16389	positive
83261	negative
37065	neutral
11457	neutral
64308	neutral
55945	negative
79712	negative
66741	neutral
92152	positive
83154	negative
39309	negative
26503	negative
77941	negative
76932	neutral
35828	negative
55559	negative
76058	negative
16945	negative
24008	positive
71622	negative
37598	negative
49919	neutral
56657	negative
15620	neutral
50894	neutral
24439	positive
63179	negative
38160	neutral
83594	neutral
90882	negative
31942	neutral
17182	neutral
18151	negative
90462	negative
55171	negative
17661	negative
34681	positive
50950	positive
13621	negative
58040	negative
86817	positive
58597	negative
19067	positive
33459	negative
12409	positive
47691	negative
31376	negative
26368	negative
67528	negative
34572	negative
69026	negative
72148	neutral
92540	negative
35695	negative
93128	negative
